texts,labels,target,target_index,
"Aw , I am sorry you received crappy news .",1,road,34,
"Hi Liz - I do n't mind at all that you ask where I 'm located . I am in Northport , NY -LRB- Long Island -RRB- - not far from the Pt Jeff/Bridgeport Ferry .",1,road,111,
I had BMX on 6/30 with TE 's . I was a DD and I plan on being a C when I am done .,1,road,77,
TRICIA - I think most of us on here can relate to your feelings right now as we have all been through or are still experiencing this roller coaster of a ride . You need to give yourself credit for being a strong woman which you are and you will make it through this .,1,road,236,
"Thanks Emily , MissD and ladydocsing , for your replies , its all to much thinking about so many things at once , so i will take it one at a time and see how i go .",1,road,63,
"I WAS HOPING SOMEONE , ANYONE WOULD HAVE ANY INFO ON THIS very rare form of breast cancer ?! I was diagnosed 2 months ago and am prepping for radiation and hormone therapy -LRB- tomoxifan -RRB- but still need to undergo more tests because , as I understand althought this is rare and usually seen in much older patients , it is usually partnered with DCIS .",1,road,173,
"hey kayla , i 'm new , my name is cherie , although my dx . is different , i recieved ALOT of taxotere for chemo ,12 wks 1 a week ... one decision i made because of my eyes ; i went to an ophlamologist .",1,light,147,
"Good Morning oh great and wise PODS ! Connie , so sorry for your suffering from the drug induced antics of an `` ex-DH .",0,boat,107,
"HnS-Honey , you are too valuable to let this go without getting some advice from your doc . i agree with medigal , does your onc know about this ?? You need to call ASAP.Are you on antibiotics and or being treated for the bronchitis-did lab work show a low white blood cell count ? i mean once they see that they usually jump on it pretty quickly I think so I am surprised that you seem to be left sort of unattended .",1,train,277,
I have a question . I am two weeks post my unilateral DIEP ... .,0,road,45,
Psalm121 - congratulations on making it up the bleachers ! I walked about 1/2 mile from my office to the train station last night and the night before ... a big accomplishment .,0,train,20,
"Hi Ladies , Have n't posted in awhile but read the boards daily . Glad all are doing well and getting finished or near end of treatments .",1,light,64,
"Dear Alishar , What a lovely way to commemorate your sister , Louisa , by sharing with us not just her passing , but the confidence you gleaned from her medical care .",0,candle,79,
This is post of day one for me and I had a bilateral mastectomy with tissue expanders placed . I looked at my chest first thing this morning and it did not look anywhere near as bad as I was expecting .,1,road,102,
"Yes , the water . I 'm drinking close to a gallon a day ! So far I have n't had anything taste metallic or funny , so that 's a plus .",1,boat,75,
"Well , just returned from meeting with my onc . I start the dreaded Ixempra on Thursday . Like RobinWendy , it 's the only way to get into the trial for Eribulin . Take more poison to get more poison ! My onc has n't used Ixempra in two years .",1,road,174,
Debbie - you may be a fortunate one in that you tolerate chemo well .,1,road,39,
-LRB- -LRB- -LRB- -LRB- AWWWW-GINGER -RRB- -RRB- -RRB- -RRB- -RRB- . And i know ittyBitty be out there looking for her Mum .,0,boat,118,
i just want to wish you all good luck to you ladies who are starting chemo i finished my treatment in july was a rough road to be on be we women are strong that was one of my main words i focused on strong ... determined ... focused ... fighter ... and mum as i have 3 children and i wanted to be around for them i went along with every drug that was offered and had lots of confidence in my oncologist and nursing staff go with what you body tells you rest ... rest .,1,road,25,
"Wow , I am really happy to read how well everyone is doing with their tx . Mine will start April 10th and I will be doing 4 rounds of the AC , everyother wk , and then 12 rounds of the T , every wk .",0,rides,117,
"I do n't post here much , but I am hoping I can have some thoughts on my situation . Blood test this past Thursday . I picked up the results at the hospital . -LRB- I live in MA , but had all my treatments and surgeries in NJ which is where I am from -RRB- .",1,road,171,
Yes-same here . Had unialteral mastectomy last September for DCIS .,1,road,37,
"This thread is hilarious . I have a serious question , though , and wondered if anyone knows the answer .",0,light,94,
"i have chronic issues w / muth sores , from my m . s. ; and chemo nearly drove me wild . . i di and do , all three .",1,light,95,
omg i just posted on one of the other stes here . the NEW wonder i found in chemo .,1,light,50,
"I posted several days ago and have been through hell with trying to heal from my MRM . The incision for my surgery burst open and had bleeding in three different areas of the incision . I have had several appointments with my surgeon and he took stiches in two of the incisions , gave me antibiodics which I have taken every one of them . I have one area of the incision that still bleeds every day .",1,road,370,
"Second chemo was a breeze ! Third a week from tomorrow . I now have something going on with fingers-red , hot and burning but still not awful and this too will past .",0,light,76,
"I have been on and off of tamoxifen for 2ξ1/2 years . I am not consistent with taking pills everyday , and the se 's can be annoying . I have joint pain continuously and hot flashes and low libido every now and then .",1,boat,185,
"From diagnosis to surgery , it took 5 weeks . My only regret is that I could have done more homework to be more informed about surgery , diagnosis and reconstruction options . That being said , hindsight makes me very comfortable about what I did .",1,ride,190,
"I was just diagnosed Monday with recurrence to my bones . Mainly my sternum and surrounding lymph nodes , the biggest node being 2.8 , under my sternum . I am going to begin a clinical trial through the Mayo Clinic hopefully next week -LRB- pending insurance approval , I really hate insurance -RRB- .",1,boat,164,
I ,0,light,7,
De,1,ride,30,
"Hello Everyone , Thanks for all the prayers and well wished . Surgery went well . Am back home now . Have 2 drain tubes and lots of stitches .",0,rides,126,
"Wow , such good information and great hearts here !!! I am one of the ones Binney is referring to , I did not have nodes taken , did have mast . I cleaned my house and picked up grandson , next day it was the start of LE . Freaked , you did n't over react at all in my opinion .",1,light,242,
"Hi everyone , I can not believe I start the second part of my rads this week , I will be through on 7/15 . I just today developed a nasty rash on my breast after my dr. saw me , but put some hydrocort on it and it feels better .",1,light,121,
"I had two fairly large lumpectomies Dec 2007 , Jan 2008 , no rads . Discomfort was minimal and was basically gone except when I laid on my breast to sleep .",1,road,90,
Do you suppose that it is because the vast majority of those who get bc are women ? I do n't see a ` pretty it up ' campaign for prostate cancer .,1,road,84,
Thought I 'd share my warm/fuzzies ... My trip to Vegas with 13 other gals from the Jan 08 chemo group was phenominal .,0,ride,84,
"Your not on this rollercoaster alone . We can ride it down together . I prefer a good red , I 'm originally from the state of Washington , I know how good the wine is on the west coast . However , My cocktail was AC on Mondays and Taxotere on Tuesdays for 6 cycles .",1,road,232,
"They ca n't make a diagnosis of interstitial cystitits until a urologist actually scopes the bladder with a device with a small light and gets a look at the lining of the bladder.It is an easy to tolerate procedure , and the relief you get from taking the correct medication -- a pill that turns into a sticky coating to cover your inflamed bladder lining -- is enormous.What alot of doctors wo n't tell you is that chemo tends to give people interstitital cystitis because of all the toxins that sit in your urine in the bladder .",0,light,22,
"Hello girls !!! I hope everyone is doing well . I continue to fly through Taxol so far with very little side effects . I have noticed some sensitivity in my fingertips , weird taste buds day 1 and 2 , joint and bone pain day 3 and half of 4 but that is IT !!!! No nausea , no dead tired crap like with AC .",1,light,175,
Titan : That is so funny that you mention `` road rage '' .,0,road,10,
Hi Palmist - I run a route on the snow removal route -LRB- main roads -RRB- or move inside to the gym for rough conditions .,0,roads,14,
I started 10/4 with ACTH . I will be getting AC every other week x4 and Taxol every other week x4 with herceptin weekly x12 then every three weeks completing one year .,0,ride,134,
"I had a uniDIEP 14 months after my MX . I had the MX in March of ' 08 , followed by chemo and then radiation .",0,light,103,
Cupcake From a selfish point of view I want to beg you not to go but I am so glad that you are ready to move on with your life .,1,road,87,
"Sandra , that is great news .",1,boat,12,
"I had SNB and TRAM recon 11 months ago , finished rads 5 months ago . The foob has always been a little larger than the real one , it did shrink after rads , but seems to be more swollen again and bras that were comfortable seem really binding and I can hardly stand to have them on , the band itches .",0,rides,76,
"Very normal ! How 's your bloodwork ? I was anemic toward the end and boy , did I notice fatigue with that .",0,road,69,
It certainly is a rollercoaster ride .,1,ride,5,
"Laura , it has been a few days since you posted ... was hoping you were well .",1,road,43,
"Dawn , i 'm sure your asleep , but i want you to know i 'm lighting a candle for you tonight , to stay lit tomoro , till we know you 'll be out .",1,light,107,
I called the doctor 's office this morning and they have the pathology report but he 's seeing other patients and will call later .,1,boat,95,
Found my lump myself at 36 . Mammogram confirmed it . I had a false sense of security at my age that I did not need to worry about BC at my age because they did not even recommend a mammogram until 40 . I can only imagine what false sense of security women will have now that they are trying to push it up 10 more years .,1,road,290,
"I 've been diagnosed 3 days ago . I still ca n't believe this is happening ... I 'm not sure what to do . I have contacted my workplace , told them I would n't be back , I 've contacted the bank regarding insurance , looked over booklets regarding my health insurance .",1,road,105,
Mags-Sounds like you have ahad a rough road .,1,road,7,
I 'm thinking about asking my onc for Zometa infusions to help inhibit bone mets .,1,light,27,
Deb you have been on my mind alot today . I pray you ate and got some needed rest today . Well not only are you special but so is your dear hubby .,1,ride,117,
"Starting in June of 08 , my chemo . therapy , was 8 rounds of TAC in 4 months .",1,boat,43,
TO RUBYREDSLIPPER ------ because it was freaking everywhere ... and if one more person tells me that dcis is freaking not cancer then screw them !!!! they do n't operate on people that do n't have cancer .,1,ride,185,
"Hello , I was diagnosed in Dec 03 , 50 yrs , atypical medullary , they treated it as an invasive ductal breast cancer , 2.8 cm , triple negative , no nodes involved out of 28 , no vascular invasion , clean margins , lumpectomy , 4xac then 4x taxol every three weeks , then 33 rads .",1,ride,90,
Got back from Glendive this morning . Got all my junk unloaded from the jeep and brought it into the yard and used the battery cables to start my pickup which has been parked in yard with a dead battery for the last month .,0,rides,179,
"Susan , Those darn lights on the PET scan ... I hate them ! I remember when I saw Kendra 's liver ... it looked like a Christmas tree from one side to the other .",0,lights,4,
"I agree that getting your abs stronger is very helpful . I actually hired a personal trainer , but you can do it yourself , and getting one of those big exercise balls to do crunches & strethes on , etc. , is a good way to go , less than $ 20 at walmart , and you can use it for stretching a few weeks after surgery . since your abs will be healing , you will be compensating with your back muscles , so get them as strong as possible , too .",0,ride,317,
I need feedback ladies . I have not posted in a while . Right Mast in Jan with tissue exp and exchange in May .,1,boat,87,
"I am very sorry for choosing a bi-lateral mastectomy . . I was promised symetry too but that did n't happen -LRB- and I interviewed 4 ps and picked the one that was the `` doctor 's ps '' meaning the doctor 's wives would go there -RRB- . He promised me fully cohesives , then after 3 fill told me no he was not in the study .",0,ride,249,
"I hear you - we rode our bikes last weekend , I have n't been able to get on my bike with all of the biopsies and surgeries and stuff , and all we did was a gentle ride , probably about 2 miles , and I was exhausted when I got back .",0,ride,38,
"Hi Melania , I 'm sorry to hear of your diagnosis , but this site is a great place to come to .",1,light,65,
"Hi , I had the re-excession and I was fortunate to have a radiation oncologist that told me that I did not need to have radiation . She felt it was not necessary . I will be going back for the 6 month mammgram later this month .",1,road,177,
I ,1,road,158,
I have had progression with my last CT scan -LRB- chest area and liver -RRB- . My county bumkin onc .,1,ride,91,
"My Ps is Dr Zwicklbauer at the Plastic Surgery Center of Hampton roads in Newport News , Va. .",0,roads,12,
"Lauralou I know what you mean about kinda `` wearing out '' our support people . I know I have huge support from so many friends and family , and I think we are ALL just worn out .",1,light,142,
"Well , I 'm back and still standing ! Nothing with the infusions - just my arm and hand were cold the whole time .",1,road,65,
cc4npg - Uni or bi-lateral is clearly a personal decision that you need to be certain about .,1,train,61,
"Jac999 , We are walking beside you on your `` journey '' . Sherri , let us know how the Reiki session goes . I 'm going to be looking into Reiki as well . Titan , Right now I try to separate the bc from my life . I try to live as though I have all the time in the world because doing the `` this day could be my last '' thing is too stressful .",1,road,303,
"I 'm so sorry you are going through this , Nanette . My ` area of concern ' only showed up on mammo , too .",1,road,54,
i too was told I had DCIS . The funny thing is I went to the doc with concerns of a cyst . Which in turn ended up with this big mess .,1,ride,131,
"Talk to your radiation oncologist . Jennywren , quitting smoking is tough . Give yourself a break . I liked smoking , made it even tougher for me .",0,lights,129,
"meglove , yes i am on the neulasta shot .",1,road,34,
"Hi MHP70 , I just responded to you on the Oncotype thread . Your posts here address my same fears about TC with perm baldness .",0,ride,119,
"Had a bilateral and did not have nipple sparing since they discovered the cancer had gone into my nodes . I am very much in the mode of do what ever needs to be done to help prevent reoccurance Have to admit having had a chance to discuss it with my ps since we were going to try and save them until they discovered it in the nodes and my ps , bs , and myself decided if it had gone further not to do the sparing .",1,road,137,
Well fellow riders ... I have boarded the train .,1,train,8,
"Oh , yeah , I 've still got loads more ! Well , 25 Rads -LRB- 5 weeks -RRB- due for June , then also getting an ooph , so that is more Surgery .",1,road,44,
"Well Ladies , coming here was definetley the right decision ... I believe this has been the longest week of my life ... but the info i ' v been getting from all of you has been so helpful ... I live at the beach also , Danx5 , I luv the sunshine .",0,road,64,
I forgot to mention something else Dr Death said to me that you will all find highly amusing ! I did see him once more as he did the initial biopsy on my tumour before I started out on Chemo Road .,1,road,40,
I just had two weeks with relatives from England - lots of fun to be busy and distracted from health issues and kind of tiring .,1,train,52,
"Well chemosabis , here I go ! I have `` chemo teaching '' in 2 hours , first treatment in three - I 'm having AC .",1,road,40,
"Hi , I am new on this topic but I am hoping for some assurance on what to do . I had a masectomy on 1/27/09 followed by radiation .",1,light,111,
"Sugar , having breast cancer forces us to travel a very lonely road .",1,road,12,
"I 'm part of this group , too . Was diagnosed before Christmas , had a lumpectomy Jan 6th . Good margins , clear nodes . Was really sore and swollen for awhile , took a week off work , but felt compared to my hysterectomy a year ago that this surgery was pretty easy for me .",1,road,162,
Mom2two -- I had my biopsy locally and went to a big cancer center -LRB- not one of the ones you mentioned -RRB- for a lumpectomy/sentinel node biopsy and reexcision/axillary node dissection .,0,train,107,
He,1,light,25,
I will be 2 weeks post op on Friday . I had the sentinal node biopsy and the lumpectomy .,1,light,71,
"Well surgery went well with my lumbectomy , Dr. said everything went great & that he got clear margins and the Nodes were clear ... PHEW ! Just will wait for final pathology to see exactly what it all was .",1,road,102,
"The clinical trial I 'm part of is for radiation . One group had rads to just the breast , the other to the breast and underarm .",1,road,74,
Congrat on your results ! I 'm having lumpectomy w/SNB on Tuesday .,1,ride,33,
"Mastectomy removes close to but not 100 % of breast tissue , so there is a very , very small chance of recurrence after mastectomy . Since you 've had a flap reconstruction there is a very good chance that the lump is fat necrosis .",1,light,179,
Today is my last day of regular rad I 'm on 26 now . The rest will be boost to the tumor site . So far my under arm has faired the best with the skin not blistering .,1,road,128,
"I had a diagnosis of DCIS in July ' 08 . Mine was a very tiny , tiny area of DCIS -LRB- 1.6 mm -- less than 1/10th of an inch ! -RRB- and I had clear margins after a surgical excision .",1,road,135,
"Hard to know what to say . BC mets is better than primary liver cancer , so they told me when I was in the same boat .",1,boat,26,
"Was diagnosed on dec 12/07 with idc stage 1 , grade 3 , er pr her/neu all negative .",1,light,60,
Hey Susie . It 's kind of wierd . I 've not had much of anything SE wise . A bit queasy and that 's about it . So you did n't lose all your hair ? Wow ... that 's great .,1,light,160,
"I agree with Toto about AC & Taxol , especially the Taxol part . The New England Journal of Medicine -LRB- NEJM -RRB- has just published -LRB- Oct. 07 -RRB- that women with ER positive and HER2 negative breast cancer do not benefit from having Taxol added to their chemo treatment .",1,train,140,
"< address > Hi all u beauties ! Hope you all had a happy halloween . I went out with some of the grandkids to trick or treat and then to a carnival , so many cute little kids . Had a good time and it took my mind off this mess for a minute ! I 'm set to see plastic surgeon on Monday the 2nd of Nov. . He 's the man now , cause He says when I start chemo . There was a tentative date of Nov. 3 , but some healing problems in Left breast . I think he is probably going to give the ok for Nov. 10th . . If he says the 3rd Im saying no , cause Im not ready . Yikes , hell day in one week ! I think maybe the old '' Rock of Gibraltar '' might crack into a million pieces ! Mommy2two , so glad your still doing good , is it 3 days out now , you are amazing ! Hope u continue as it is right now ! How are your kids doing ? Hey Doronet , how hard is it to keep this running list in our mind of what we can and can not take ? Good thing we are all so smart ! It 's becoming a blur for me now ! Good luck on your first tx hope you and me and all the girls that havent started yet do as well as brendasharon and mommy2two .",1,road,564,
"Last Sunday Bev ran in the CIBC run for the cure . Before her diagnosis with stage 3a IDC , double mastectomy with reconstruction , chemo and rads , Bev was an avid runner .",0,road,92,
I also go back/forth on BRCA testing . The only risk factor I have has being dx 'd young with it .,1,road,76,
"A friend of mine was telling what a brave girl I am . I am not . It 's all smoke and mirrors . I got a precsription for citalopram -LRB- I do n't know the brand name -RRB- . I think it might be helping a little . I keep feeling cinches of fear in my stomach , though . I was kind of hoping I 'd take the pill and then just sit there for hours with my mouth hanging open .",1,road,295,
:D,1,light,54,
"I 'm due for surgery in December but have almost finished chemo . For me , the side effects were minimal and I could have worked if I had some kind of office/administrative job .",1,ride,105,
"I had bilat with expanders on 3/1/06 . I hated the expanders as they were so uncomfortable and they were also asymmetrical . For almost a year , I wore tops a size too big . Exchange surgery was 3/23/07 - have mentor high profile 300cc gel implants . All was well for the first month . BC radiated side moved too much and had a revision on 7/23/07 .",1,road,339,
"Annie , it 's me femme who has had the recon gone awry ! You are right , I do need a long break from surgery .",0,light,83,
"Today I went for an informational tour of the radiation oncology facility I 'm going to -LRB- Kaiser in South San Francisco -RRB- -- it 's optional , but recommended for all new patients . Very nice program , for all types of cancer although I think most of us were BC patients .",0,rides,223,
"Judie , I have a Dx , similar to your 's , and too did n't want anymore nodes removed , although I did chemo .",1,train,65,
"hey ladies . !! i had no idea there were so many of us here that had MS. Stanzie and i 've spoke , but my goodness here we all are ! I counted seven , and i make 8 . yes , ive had ms for over 2o yrs . now , and have not taken any meds .",1,boat,228,
"I should also say after anyone is diagnosed with DCIS or any other form of BC still has gone down that road that is not an easy one at all , but either way you look at it you are entitled to the walk as a survivor .",1,road,21,
"Jeanne - I agree about the radiation . I met the rad onc one day and he examined me , which was ok and to be expected .",0,lights,102,
I just want to let you girls know that I admire you cold cap pioneers so much .,1,road,45,
"Hi , I have only just discovered this site and it is amazing . There is a conversation on almost every worry or anxiety i 've had ! I have just finished 18 months of treatment for stage 3 invasive bc .",1,ride,118,
"Kristy , as of Dec 23rd I 'm on a 2ξ1/2 to 3 week break to counterattack the SE 's and try and get me back to ` normal ' before I start again on a reduced dose . All my tests came back OK as far as liver , bloodwork , ECG etc. but I 've lost more than 5 lbs due to the D , the nausea is still there and I 'm so tired I ca n't stay awake all day at work it seems .",0,roads,291,
"This post has touched my heart . I was right where you were , sick and tired of being sick and tired . The night I had to take 11 pills before a new chemo and my mouth was drier than a dogbone I got on my knees in the bathroom and cried out to God , `` I ca n't do this anymore '' I was a nervous wreck , panic attacks , shaking .",1,road,205,
I will never regret my decison for the bi-lat -LRB- done in Oct 08 -RRB- . My mother died of BC and her mother had it .,1,ride,88,
"Well , it was helpful , but it was also frustrating . The breast surgeon could n't find the nodule on the MRI . Too many pics -LRB- hundreds -RRB- and not enough time .",0,lights,125,
"Hi ladys just thought I would pop in and update everyone.I have been on the tomox train for three weeks doing good no side affects except a couple of hot flashes.I 'm three weeks out from rads.I 'm having a historectomy on the 31st of this month.My onc realy thinks I will benifit from the surgery sence I have a high ki 67 and p53 positive.I went to see the surgeon today about the surgery and I will be in the hospital for 2 to three days.The onc said to take tomox for a year then switch , I 'm trying to convince him other wise.Well wish me luck ... .",1,train,16,
"I have been stage 4 for over 3 yrs . I was originally dx with 6-9 mos due to spine mets , lung mets .",1,road,95,
"Hi guys ! After a tedious battle with my insurance company , I am finally scheduled for reconstruction the 24th of this month . I 'm almost a year out from my bilat mastectomy , and will be having expander/implant surgery .",0,ride,129,
Just wanted to chime in ... have more access to a computer since my son got a job after 4 years in the Marines !! I chose having both breasts removed even though I was Hormone receptive and can take whatever new drug they have by the time I have finished chemo and radiation .,1,road,60,
I had chemo and rads following a lumpectomy and an axillary dissection . I am part of a study that did rads to breast and underarm and was randomized to the group having rads to both areas .,1,road,137,
I was told three times that it was n't cancer . Even the biopsy was inconclusive - it looked like melanoma and they though the BC was secondary ... . After the lumpectomy I was finally given a diagnosis . Then there was the wound opening after the reexcision -LRB- sp ? -RRB- .,1,road,231,
"Got ta agree with you about being afraid after reading some of the posts ... everytime I read them , I say THANK GOD no one was posting like that when I went through my expansion/exchange or worst yet , BEFORE I had my surgery ! At any rate , I had a unilateral mast with expander placed at the time of my surgery .",0,ride,70,
I took pictures while in the surgery prep room . My husband actually took the photos .,1,road,81,
I finished rads at the end of Sept and started on Tamox immediately after . The fatigue is pretty bad currently . I 'm pretty sure it 's most likely due to the rads since it started while I was in treatment .,1,road,114,
"Everyone thank you so very much for the support , I am freaked right now and know I have to get to the bottom of my path report and what is going on with bowels and liver . . Holly your post was beautiful , thank you , and tender thank you for your knowledge and guidance , Celia I too wonder if I do n't scare myself to much at times . I believe the underlying concern for me is not getting my energy back and I understand it takes time but I really thought I 'd feel more back to the normal afte chemo and rads .",0,lights,362,
"Hi Liz - I do n't mind at all that you ask where I 'm located . I am in Northport , NY -LRB- Long Island -RRB- - not far from the Pt Jeff/Bridgeport Ferry .",1,light,117,
I had my 3rd FEc this TUesday . Feeling really depressed . Another 3 to go .,1,light,68,
"hey bon - you 're so lucky you found this site BE$ chemo ; i didnt till 1/2 way thru , and my chemo nurse was the one who told me about it . i had a really rough ride in chemo ; i have multiple sclerosis , and the two do not agree , i tell ya that ! but , it WAS doable .",1,light,245,
faithfulc I could n't agree more ! I was diagnosed 21 12 10 and the roller coaster ride began .,1,ride,17,
The first time -LRB- 1999 -RRB- I was at work as a nurse practitioner at a pulmonary group in Memphis TN . I had ordered my diagnostic mammogram under one of my docs names because I could n't get into my PCP and had a bad feeling about a thickened area in my breast . It was suspicious and I had a biopsy .,0,ride,283,
"I learned on Thursday afternoon , June 25th , that my ultrasound-guided biopsy had come back positive for ductal cancer . The tumor is small , about 6mm , located in the bottom portion of my right breast .",1,light,155,
"Hi all ! Most likely starting chemo August 12 , so going along for the ride with y' all : / .",1,ride,15,
"Thanks Chelev , sounds like you have some good recipes.I need to find some real soon . Where did you get yours ? Amberyba , I am real happy to find my naturopath . I have an appointment next month on the 3rd , and I will report back to all of you and I can hardly wait , been without a doctor for 3 months like after the mast .",1,boat,165,
"Hi everyone , I am also HER2 + with neg nodes . Tumor was somewhere between 1.2 and 2.5 cm according to my oncol , 1.2 according to what surgeon says .",1,road,139,
"Ellen , It 's so good to hear from you !!!! I 'm so happy you got thru the chemo and rads . And that you are feeling stronger as time goes by . You had a pretty rough time .",1,light,150,
Hi everyone .,1,train,7,
"Hi Ladies , I would like to join the ride .",1,ride,9,
I am an avid `` jogger '' and have run my share of 1/2 and full marathons .,1,boat,59,
I 'm so sorry to hear of your worries and fears-but so glad that your Mum has such a caring and devoted daughter .,1,road,62,
I am having my Bilateral Mastectomy surgery 4/1 and have chosen not to reconstruct at this time .,1,road,48,
"In addition , I too would never choose the tram flap surgery if I had the option , my life will never be the same for many reasons .",1,light,81,
"Hi Sentulpasar ... . most of the time they do not test the nodes for DCIS . Maybe you need to ask him why he feels this is necessary ? The only reason why they might consider doing this is if it is high grade comedo form with necrosis or if you require a mastectomy , then it is easier to test the Sentinal lymph nodes prior to a mastectomy ... it avoids have to do a auxillary node disection down the road which is worse and can cause more issues .",1,road,82,
"thanks for all your congrats ... carole ... hmmm ... bill gates , somehow i do n't see my son as a computer geek , maybe he can get by on his adorable looks and personality , smart kid , but not a student ... new bride ... i 'll take a look at the penguin caps on my work computer , this computer is giving me some problems ... i ca n't access anything .",1,road,326,
"kittykat ... I had -LRB- operative word `` had '' -RRB- a friend who lives out of town ... hubby 's cousin told him about my BC ... he never called till I wrote the BC in my holiday cards ... then he called ... he said , since hubby and I did n't tell him , maybe we did n't want to talk about it or something similar ... and dumb me answered all his questions ... I was Dx in February ... so it was 10 months later !!! Yes , we all know we never thought we would get BC , but you know a hug sometimes is all we need .",0,ride,154,
We,1,train,45,
I had a rough time with Tamoxifen initially ... many of the symptoms that you describe . I was not menopausal at diagnosis -LRB- age 50 -RRB- .,0,train,100,
Cupcake-Wow ! Pretty impressive for only 4 months out of chemo .,1,road,24,
I 'm in the same boat as you Sandy - I 'm trying to lose weight following my reconstruction surgery .,1,boat,5,
"I know this is my decision , but has anyone out there any advice or have you had this decision to shed any light on the subject .",1,light,23,
"April , I feel for you and all the problems that you have encountered . I too had suffered from the effects of radiation messing up my reconstruction .",1,ride,84,
"Beth , I am with you , I really do n't feel like going down this road again with my right side but I also took my surgeons advice to get the one done first and am glad that I did .",1,road,16,
"I was told my daughter 's chance of bc was only slightly elevated by my own diagnosis , but it was an increase .",1,road,77,
"You ladies are singing my song !!! It 's funny you know ... I sooo looked forward to the end of treatment . Now that it has come -LRB- as of May 7 , 2008 -RRB- , I almost feel worse emotionally than I did all through the diagnosis , the surgery , the chemo , the rads ... all of it .",1,boat,172,
I 'm tellin ya mine was so bad that I would go out in the garage to empty the bag ... true story . It would linger and take forever to get out of the bathroom even with the best bathroom spray you could buy .,0,light,123,
"I had a lumpectomy and sential node biopsy in September . The surgery was pretty easy , easier than I expected . My breast was not as sore as my incision under my arm , It stayed sore around a week or so and gradually got better , I think it took me a week or two to be able to sleep on my left side .",0,road,176,
"Hi all , I 'll be joining you on the January 2008 chemo train .",1,train,13,
"This is probably a silly question but here it goes ... Am I right in saying that , before menopause , your estrogen levels are relatively high and that , once you start/finish menopause , the these levels fall ? So that is why many women take an estrogen supplement during and after menopause , right ? So , does that mean that , before menopause , you are more likely to get estrogen dependent bc -LRB- and the percentage will be higher -RRB- and that afterwards , with the estrogen levels having fallen , if you get bc , the rate of estrogen-dependent bc will be less and if it is estrogen dependent , the % will be lower ? I was dx last year with DCIS -LRB- medium & high grade , multicentric -RRB- shortly after my 50th birthday when I was still having regular periods .",0,light,161,
"Hi Marcia , Thanks for the kind words . Like Paula , I 'm done , procedure-wise . I was able to have lumpectomies , despite having bilateral b/c -LRB- and one of them ILC -RRB- and that 's what I chose .",1,boat,199,
"I am diagnosed with PTSD and a panic disorder from childhood abuse . i was very stable on meds for about a decade until after I had my first chemo . I had a terrible reaction to the Taxotere , but I donot think that is all that was involved . After chemo , I was put on prednisone which sends me into orbit and into panic attacks . But even off of the steroid , I found I was having unusual panic for me at my stage of recovery in mental health . I have been sober over 21 years -LRB- not a brag -RRB- and after the first chemo , I felt as though I was ` brain damaged .",1,road,446,
"Yeah , ratbait ! It was a long road , but that part is now OVER .",1,road,8,
I just wore really big soft tee shirts during the time I was healing ... no bra ... they did n't tell me to wear one . I would have been smarter to bring a big mans button down shirt to go home from the hospital in ... it would have been easier to get on than the tee .,1,light,228,
Hi ! I am new to this thread as of today . Finished my radiation treatments yesterday morning and I am supposed to start taking the tamoxifen today .,1,ride,131,
"Hi Ladies -- IT SNOWED !!! and has been snowing and blowing ALL day . I have shoveled out my sidewalk and gate three times , but I feel that I 'm fighting a losing battle .",0,roads,89,
"HI All , I get my first round of TC this coming Wed. . I do n't think it 's really hit me yet as I 'm somewhat calm .",1,road,111,
"Norm , Glad to hear from you . I totally understand needing a break from writing .",1,ride,77,
"Hi everyone . I was diagnosed with Breast Cancer in 1994 ! Since then I had lumpectomy , mastectomy , chest wall nodule w/chemo in 1999 and then reoccurance of bone mets in Jan 2005 ; treated with radiation and herceptin .",0,light,68,
"Hi ladies , have n't dropped in for a while . sherrilynne , from a fellow sherri -LRB- sherri lou -RRB- the wait is worse than the treatment . I go for my 2nd AC next Wednesday and my only se were on the 2nd and 3rd day .",0,ride,200,
"Joining all you great ladies today . I had invasive DCIS 4mm , mastectomy Jan 13th .",1,boat,56,
"Thanks for all the quick responses . After my online research , now I am not so much concerned about drinking with Effexor but the side effects of going off or missing a dose .",0,light,140,
"Yay Mal ! I am so happy that you got b9 news as well . Even though the BS did an ultraound and told me that it was scar tissue just having it there is freaking me out a little still , how are you ladies dealing with that ? I know this is mental because we have all had such bad luck in the past with lumps and maybe more so for people like me who had chemo first and had a longer relationship with a tumor that I knew was cancerous .",1,train,178,
"Hi this is arby reporting that I had my final chemo on Tue , Jan 19 and am feeling the effects for the LAST TIME ! WHOOOOOOOOO HOOOOOOO ! Celebrate with me as I 'm too dizzy to dance . Just a huge relief to be here .",1,road,203,
I 've been waiting here for a follow up mammo on Micro Calcification 's that were found in my yearly in March . I had a biopsy in May it came back B9 . I had 2 spots of micro cals but no lump . They were only able to see 1 spot clear enough to Biop . Fast forward till today . I have been feeling a lumpy pea size lump in left breast for a few weeks .,1,ride,296,
Just recently found time and was able to check into this site and so glad I did .,1,road,46,
"We 've been through a trauma , Rose is right , do n't be ashamed to get help . I 'm on Celexa , and have seen a therapist , and will see her a few more times .",1,road,140,
